,text,re,fav
36,"['emmafay', 'httpstcobsjrocpumg']",1,2
37,"['charmin', 'say', 'lot', 'on', 'doo', 'httpstcojzfhimun']",11,8
38,"['ndelrancho', 'dont', 'think', 'onlin', 'tp', 'company', 'qual', 'mak', 'reco']",0,0
39,"['elvisd', 'emilyros', 'sing', 'real', 'loud', 'mayb', 'help', 'least', 'annoy', 'peopl', 'around', 'tak', 'httpstcollhfuqirr']",0,0
40,"['ndelrancho', 'ye']",0,0
41,"['melody', 'wan', 'na', 'hear', 'peopl', 'talk', 'shiny', 'hiney']",0,0
42,"['brendamel', 'tel', 'intern', 'work', 'real', 'hard', 'mayb', 'someday', 'mak', 'poop', 'jok', 'liv', 'livingthedream']",0,2
43,"['katl', 'wendy', 'moonpy', 'littledebby', 'let', 'oth', 'show', 'wel', 'provid', 'littl', 'reliev', 'httpstcoxvdcpknbzd']",1,10
44,"['anipalforev', 'giv', 'team', 'cal', 'help', 'ingredy', 'rememb', 'believ', 'everyth', 'yo', 'httpstcozjukgtvbd']",0,0
45,"['anipalforev', 'cant', 'speak', 'oth', 'contain', 'anim', 'der', 'mat']",0,0
46,"['hotpocket', 'poptarts', 'two', 'get', 'togeth', 'let', 'us', 'know', 'help']",3,28
47,"['laurenestil', 'that', 'baby', 'bear', 'bottom', 'peopl', 'cal', 'team', 'help', 'mak', 'right', 'w', 'httpstcoquddbqcfps']",0,1
48,"['elvisd', 'mak', 'sur', 'check', 'what', 'seat', 'mot', 'detect', 'play', 'song', 'yourewelcom']",0,1
49,"['lunnizzl', 'cant', 'speak', 'anyon', 'els', 'clog', 'saf', 'rotoroot', 'approv', 'httpstcogaeybxvl']",0,1
50,['donsaf'],0,2
51,"['thesmart', 'amjohnston', 'work', 'real', 'hard', 'ev', 'onlin']",0,3
52,"['elvisd', 'want', 'toilet', 'seat', 'shiny', 'person', 'seat']",0,4
53,"['specialkittym', 'steakum', 'strategy']",0,3
54,"['steakum', 'dont', 'worry', 'wev', 'got', 'back']",0,15
55,"['mad', 'us', 'smil', 'cheek', 'cheek', 'shar', 'video', 'sing', 'shiny', 'hiney', 'song', 'smil', 'httpstcofoxvduiqmd']",1,6
56,"['far', 'going', 'hom', 'win', 'everyon', 'leav', 'ear', 'friday', 'judg', 'httpstcocgqjokna']",8,1
57,"['longpeep', 'wel', 'seem', 'unsanit']",1,1
58,"['elterrorofdea', 'httpstcoeayylywh']",0,1
59,"['lunch', 'didnt', 'set', 'wel', 'saf', 'bathroom', 'occupy', 'youtweetfromthes']",11,9
60,"['dork', 'oh', 'ye', 'sing', 'httpstcocbcmjtspjn']",1,1
61,"['nlyoskidz', 'cottonel', 'angelsoft', 'httpstcojbdseztga']",2,3
62,"['worldcomplimentday', 'tel', 'someon', 'lov', 'shiny', 'hiney', 'httpstcocbcmjtspjn']",10,11
63,"['thevampdevil', 'hmmmm', 'lifetim', 'might', 'hard', 'could', 'earn', 'mon', 'supply', 'entertain']",0,3
64,"['boney', 'joeym', 'may', 'birthday', 'sheet']",1,3
65,"['makinlifepretty', 'video', 'didnt', 'hap']",0,0
66,"['stephanieallen', 'awwwwww', 'buttwho', 'could', 'mad', 'fac', 'slid', 'dms', 'mayb', 'send', 'littl', 'httpstcoegwqsnnk']",0,0
67,"['faithboy', 'butbuttit', 'shiny']",0,1
68,"['kikibodin', 'dear', 'kikivideo', 'didnt', 'hap']",0,1
69,"['paolaadriann', 'switzerland', 'com', 'teamov', 'teamund', 'long', 'yo', 'rol', 'charmin', 'good']",0,0
70,"['real', 'quest', 'though', 'bring', 'charmin', 'supply', 'httpstcorkuvhtluu']",13,14
71,"['ktmcmanus', 'awesom', 'slid', 'dms', 'wed', 'lov', 'send', 'thank', 'gre', 'apply']",0,2
72,"['besid', 'obvy', 'els', 'bathroom', 'thebathroomisoursanctu', 'httpstcovvugymglsp']",10,10
73,"['msvaplus', 'glad', 'tun', 'mak', 'cheek', 'happy']",0,0
74,"['jameymartin', 'lt', 'mia']",1,4
75,"['megannroxy', 'glad', 'team', 'could', 'help', 'doo', 'whatev']",0,0
76,"['megannroxy', 'glad', 'hes', 'right', 'giv', 'team', 'cal', 'understand', 'situation', 'help', 'mak', 'thing', 'right']",0,0
77,"['kellychild', 'oh', 'hum', 'crappy', 'situ', 'on', 'team', 'help', 'wip', 'away', 'giv', 'us', 'cal', 'httpstcolpcyyo']",1,1
78,"['amandapatrick', 'download', 'mak', 'text', 'easy', 'fun', 'httpstcojdmcag']",0,0
79,"['micamon', 'nnnnooooooooo', 'told', 'let', 'bear', 'run', 'machin', 'sigh', 'cal', 'team', 'mak', 'httpstcozvprazinkg']",0,2
80,"['happy', 'chinesenewyear', 'want', 'know', 'going', 'year', 'bear']",3,16
81,"['mikecabutto', 'much', 'sad', 'stat']",0,0
82,"['madihornsby', 'tot', 'weird', 'weird', 'would', 'sing', 'publ', 'wed', 'stil', 'lov', 'see', 'video']",0,1
83,"['royaleko', 'car', 'karaok', 'video', 'didnt', 'hap']",0,0
84,"['heidirotty', 'pandoramus', 'dant', 'joy', 'httpstcocbcmjtspjn']",0,1
85,"['socialmdevot', 'moonpy', 'get', 'good', 'poop', 'jok']",0,2
86,"['socialmdevot', 'pretty', 'big', 'moonpy', 'fan']",0,1
87,"['tatigotclout', 'get', 'paid', 'mak', 'poop', 'jokeslivingthedream']",0,1
88,"['socialmdevot', 'wel', 'ther', 'mam', 'bear', 'pap', 'bear', 'kid', 'kind', 'hard', 'keep', 'count']",0,1
89,"['happy', 'valentinesday', 'httpstcomojjuixwd']",17,54
90,"['oliviadkn', 'oh', 'that', 'want', 'see', 'giv', 'team', 'cal', 'help', 'mak', 'thing', 'right']",0,0
91,"['bbprospector', 'ohhhhh', 'brut']",0,1
92,"['chasenp', 'many', 'vary', 'oft', 'poop', 'much', 'fib', 'eat', 'kind', 'tp', 'us', 'httpstcovyjrumy']",0,1
93,"['dbelot', 'ok', 'squeez', 'wont', 'tel']",0,1
94,"['yo', 'singl', 'valentineday', 'stil', 'plenty', 'nontradit', 'waystosayiloveyou', 'adv', 'httpstcokdjetsqhr']",3,18
95,"['zippy', 'bad', 'log']",0,0
96,"['nooners', 'oh', 'honey', 'bathroom', 'mat', 'new', 'conceiv']",0,3
97,"['look', 'nontradit', 'waystosayiloveyou', 'kid', 'entertain', 'minut', 'spous', 'httpstcoqljpwixip']",3,15
98,"['felixksbw', 'send', 'us', 'direct', 'mess', 'priv', 'mess', 'shar', 'contact']",0,2
99,"['felixksbw', 'wed', 'lov', 'shar', 'contact', 'car', 'slid', 'dm']",0,1
100,"['stylebykerian', 'that', 'nev', 'want', 'see', 'cal', 'team', 'help', 'wip', 'away', 'unpleas', 'situ']",0,0
101,"['week', 'til', 'valentin', 'day', 'shar', 'nontradit', 'waystosayiloveyou', 'first', 'replac', 'rol', 'httpstcokjdzpbq']",3,22
102,"['shitjacobsay', 'blam', 'wing']",0,0
103,"['what', 'long', 'last', 'minut', 'footbal', 'gam', 'wait', 'on', 'minut', 'someon', 'vac', 'party', 'bathroom']",16,72
104,"['dorito', 'mountaindew', 'man', 'icecold']",1,7
105,"['ihopchin', 'upset', 'tak', 'sery', 'team', 'would', 'lov', 'understand', 'hap', 'mak', 'httpstconcolwdn']",0,0
106,"['rstanzel', 'obvy', 'intellig', 'discrimin', 'consum']",0,0
107,"['hmmmm', 'feel', 'compel', 'tel', 'dorito', 'fan', 'ultragentl', 'tp', 'httpstcocdttpqorj']",7,39
108,"['wendy', 'joemann', 'oreo', 'ok', 'oreo']",0,1
109,"['train', 'biggestflush']",1,14
110,"['joemann', 'wendy', 'oreo', 'wel', 'fair', 'hour']",0,10
111,"['best', 'tim', 'tak', 'potty', 'break', 'today']",2,8
112,"['greggweiss', 'mak', 'sur', 'yo', 'rol', 'charmin', 'nev', 'forget', 'febrezefresh', 'nee', 'cov', 'httpstcoducvwvn']",0,0
113,"['sheppash', 'richsul', 'tru', 'word', 'nev', 'spok', 'exceiv', 'mayb', 'good', 'chick', 'wing', 'lov', 'stuff']",0,0
114,"['richsul', 'dont', 'enough', 'heart', 'lik', 'enough']",0,1
115,"['greggweiss', 'her', 'on', 'vot', 'man', 'man', 'rath', 'zon', 'cov']",0,0
116,"['beeperdoodl', 'spel', 'wrong', 'spel', 'charmin', 'ultragentl', 'httpstcocdttpqorj']",0,0
117,"['avantsw', 'that', 'pretty', 'gen', 'ratio', 'hop', 'megarol']",0,0
118,"['jamesrapoport', 'mikeisaac', 'tackl', 'big', 'issu', 'every', 'day']",0,1
119,"['rsemmel', 'seem', 'legit']",0,4
120,"['consid', 'acceiv', 'party', 'guest', 'bathroom', 'ratio']",0,14
121,"['itsdrbrownbear', 'superpartyfo', 'lik', 'boss']",1,2
122,"['leslieg', 'bloomingd', 'ev', 'mak', 'spec', 'profess', 'edit', 'avail', 'onlin']",0,1
123,"['therealdanny', 'that', 'weird', 'ok', 'monday', 'cal', 'team', 'direct', 'help', 'get', 'extend', 'way']",0,0
124,"['therealdanny', 'look', 'httpstcoefxynl']",0,0
125,"['hooterstump', 'yeah', 'best', 'party']",0,1
126,"['abiicia', 'work', 'hard']",0,0
127,"['kathryndinkin', 'bathroom', 'becam', 'awesom']",0,1
128,"['eddingtonh', 'shiny', 'hiney', 'dant']",0,0
129,"['addy', 'video', 'didnt', 'hap']",0,0
130,"['dist', 'acknowledg', 'cowork', 'com', 'bathroom', 'mov', 'toward', 'bathroom', 'httpstcoazgadnvdsj']",3,16
131,"['mentioncoop', 'wev', 'got', 'lot', 'pack', 'siz', 'avail', 'ask', 'stor', 'man', 'get', 'big', 'pack', 'relax', 'know', 'httpstcokvqugkw']",0,0
132,"['noellebellow', 'if', 'and', 'but', 'awesom', 'httpstcocbcmjtspjn']",0,0
133,"['flixtress', 'bearont', 'fab', 'liv', 'studio']",1,1
134,"['hortcy', 'oh', 'ye', 'ye', 'welcom', 'toth', 'shiny', 'zon']",0,1
135,"['tlrtweeted', 'know', 'com', 'tp', 'siz', 'mat', 'rememb', 'charmin', 'us', 'less', 'get', 'gos', 'httpstcomnsfjby']",0,0
136,"['zachschladetzky', 'taxact', 'yaaaasssss', 'rampd', 'team', 'rol', 'sleev']",0,1
137,"['sundersond', 'good']",0,0
138,"['thebenemix', 'sir', 'know', 'party']",0,2
139,"['empty', 'rol', 'superpartyfo', 'grab', 'supermeg', 'today', 'guest', 'dont', 'run', 'first', 'commerc', 'httpstcoskalva']",1,6
140,"['brittlapey', 'nee', 'start', 'see', 'shinyhiney', 'react', 'video']",0,0
141,"['mrspandrew', 'namechang', 'ultragentl', 'tp', 'isnt', 'tre', 'right', 'giv', 'us', 'cal', 'httpstcotbdfhoqsm']",0,0
142,"['buildwhatcount', 'heatherskold', 'robnamno', 'that', 'point', 'us', 'charmin', 'scottfr']",1,0
143,"['cartermaccy', 'said', 'hol', 'huhuhuhu']",0,1
144,"['qnsplendiferous', 'jackgoesfor', 'tak']",0,0
145,"['natetoocold', 'real', 'ceo', 'work', 'hard', 'soc', 'med', 'get', 'paid', 'mak', 'poop', 'jok', 'win']",0,1
146,"['arkangyl', 'mimid', 'ok', 'hap', 'us', 'tim']",0,3
147,"['sassychyck', 'const', 'try', 'improv', 'produc', 'peopl', 'us', 'lik', 'num', 'httpstcozsnxbgjryw']",0,0
148,"['samuelonelson', 'thank', 'interest', 'charmin', 'sam', 'dont', 'sampl', 'send', 'get', 'money', 'sav', 'httpstcojbleolyitu']",1,2
149,"['hayesnickm', 'im', 'sorry', 'rol', 'charmin', 'perf', 'pleas', 'contact', 'us', 'rol', 'handy', 'httpstcotegttjpfc']",0,0
150,"['emmilydoyl', 'chaseryantayl', 'maddieguil', 'on', 'vot', 'teamwrap', 'wond', 'big', 'overund', 'deb']",0,3
151,"['avoid', 'wast', 'wad', 'charmin', 'httpstcoqqvtkodnim']",2,10
152,"['lisaboylesmed', 'chloewest', 'mak', 'poop', 'jok', 'profess', 'livingthedream']",0,3
153,"['arleneeno', 'treatyoself']",0,1
154,"['hollandsparty', 'bigdrewandjim', 'jimcost', 'tom', 'may', 'pres', 'ear', 'worm', 'end', 'ear', 'worm', 'shinyhiney', 'httpstcocbcmjtspjn']",0,2
155,"['bigdrewandjim', 'jimcost', 'hop', 'lov', 'work', 'hard']",0,5
156,"['overachievinass', 'pandoramus', 'yo', 'welcom']",0,1
157,"['linkedinqueen', 'whatev', 'tak']",1,4
158,"['abcnewsjbruc', 'glad', 'gav', 'giggl', 'whatev', 'tak']",0,0
159,"['basicallyidowrk', 'say', 'real', 'wrk']",74,1646
160,"['mootymoot', 'prom', 'alway', 'wash', 'paw']",0,2
161,"['nooners', 'nodadyoushutup', 'angelsoft', 'lit', 'tak', 'crap', 'liv', 'noprom']",1,6
162,"['jenschultz', 'darnit', 'on', 'baby', 'bear', 'rol', 'get', 'cal', 'team', 'mak', 'right']",0,4
163,"['badseoadv', 'httpstcoepidhwnv']",1,5
164,"['haleydol', 'act', 'pretty', 'proud', 'would']",0,0
165,"['cpnconquistador', 'lov', 'mom']",0,0
166,"['yungcact', 'hey', 'com']",1,1
167,"['know', 'charmin', 'rol', 'sint', 'nationaltriviadayhttpstcodvgcdztcyv']",3,16
168,"['basicallyidowrk', 'oh', 'dud', 'commit', 'stun', 'nev', 'replac', 'bear', 'team', 'reach', 'httpstcomkhyfhay']",3,46
169,"['magnificentb', 'hav', 'chang', 'wid', 'rol', 'sint', 'though', 'diff', 'stor', 'may', 'carry', 'diff', 'rol', 'httpstcowwhhcjaih']",0,0
170,"['bog', 'itsroseprint', 'basicallyidowrk', 'follow', 'link']",0,0
171,"['itsroseprint', 'basicallyidowrk', 'get', 'coupon', 'get', 'coupon', 'get', 'couponseverybody', 'get', 'coupon', 'httpstcoweegylkx']",1,2
172,"['itsroseprint', 'basicallyidowrk', 'real', 'wel', 'would', 'hap', 'off', 'charmin', 'coupon', 'httpstcokbblf']",0,4
173,"['itsroseprint', 'basicallyidowrk', 'wav', 'hayyyy', 'grrrrrl']",0,5
174,"['basicallyidowrk', 'that', 'strong', 'start', 'stil', 'littl', 'chick', 'let', 'get', 'spec', 'mak', 'thi', 'httpstcojswqnutqf']",6,229
175,"['iamtherevwel', 'that', 'misconceiv', 'ok', 'go', 'ahead', 'squeez', 'want', 'wont', 'tel']",0,2
176,"['biggestmisconceptionaboutm', 'ok', 'squeez', 'charmin']",2,26
177,"['basicallyidowrk', 'bounty', 'sooohow', 'look', 'bear', 'suit', 'gottaworkforit']",56,849
178,"['foggyblu', 'giv', 'us', 'cal', 'expl', 'check', 'sheet', 'count', 'pack', 'ultr', 'strong', 'httpstcolfojvioh']",0,0
179,"['gunpeiyoko', 'checkersr', 'newburycom', 'target', 'atar', 'sony', 'bestwestern', 'ford', 'nhl', 'moonpy', 'seg', 'httpstcoyhvxjhoy']",0,1
180,"['adjacob', 'vac', 'potty', 'schedule', 'met', 'certain', 'cowork', 'bathroom', 'break', 'ne', 'httpstconegdpfrhdh']",0,0
181,"['interest', 'thing', 'backtowork', 'readjust', 'potty', 'schedule', 'new', 'schedule', 'mean', 'new', 'cowork', 'httpstconoipjhih']",2,23
182,"['newburycom', 'gunpeiyoko', 'target', 'atar', 'sony', 'bestwestern', 'ford', 'nhl', 'moonpy', 'seg', 'marketbasket', 'httpstcofpdk']",0,1
183,"['newburycom', 'gunpeiyoko', 'target', 'atar', 'sony', 'bestwestern', 'ford', 'nhl', 'moonpy', 'seg', 'marketbasket', 'httpstcokiljurhv']",0,1
184,"['summert', 'hmmm', 'rol', 'tight', 'sur', 'expery', 'giv', 'us', 'cal', 'help', 'httpstcokuiaaotvjx']",0,0
185,"['pcunny', 'boom', 'httpstcocdttpqorj']",2,2
186,"['jeremiahap', 'whitneyoach', 'sheet', 'count', 'pack']",0,2
187,"['chrisaragon', 'vingrao', 'peopl', 'dont', 'know', 'tre', 'guess']",0,1
188,"['start', 'play', 'shinyhiney', 'beat', 'drop', 'right', 'clock', 'strikes', 'midnight', 'yourewelcom', 'httpstcocbcmjtspjn']",0,13
189,"['anthonygargiul', 'app', 'got', 'on', 'baby', 'bear', 'rol', 'cal', 'team', 'mak', 'right']",0,5
190,"['leyla', 'hubby', 'know', 'best', 'way', 'ins', 'whit', 'christmas']",1,3
191,"['caitlindineen', 'nycgopress', 'glad', 'cam', 'visit', 'wel', 'doo', 'anyth', 'numb', 'on', 'numb', 'two']",0,1
192,"['diannab', 'woot', 'aint', 'party', 'lik', 'potty', 'party', 'caus', 'potty', 'party', 'dont', 'stop']",0,1
193,"['mgreelz', 'day', 'enjoy']",0,1
194,"['officialkg', 'glad', 'felt', 'lik', 'vip']",1,4
195,"['katdekaf', 'hop', 'team', 'mad', 'feel', 'lik', 'tru', 'vip']",0,1
196,"['lomo', 'lov', 'see', 'blingbear', 'pic', 'hop', 'left', 'feel', 'lik', 'real', 'vip']",1,2
197,"['jonathanbourn', 'appl', 'yo', 'going', 'cop', 'alway', 'help', 'ste', 'best']",0,0
198,"['emilyquest', 'gre', 'thing', 'diff', 'them', 'opt', 'on', 'shot', 'gre', 'go']",0,1
199,"['mak', 'sur', 'yo', 'sit', 'duck', 'holiday', 'season', 'friend', 'stev', 'mad', 'littl', 'earworm', 'help', 'everyon', 'httpstcotlzeoup']",2,11
200,"['morrisanim', 'totino', 'netflix', 'moonpy', 'kitk', 'snick', 'wendy', 'domino', 'digiornopizz', 'skittl', 'arby', 'oreo', 'httpstcohsrcouni']",0,4
201,"['morrisanim', 'totino', 'netflix', 'moonpy', 'kitk', 'snick', 'wendy', 'domino', 'digiornopizz', 'skittl', 'arby', 'oreo', 'httpstcornuhqk']",0,6
202,"['totino', 'morrisanim', 'netflix', 'moonpy', 'kitk', 'snick', 'wendy', 'domino', 'digiornopizz', 'skittl', 'arby', 'oreo', 'httpstcoznafynea']",0,4
203,"['morrisanim', 'netflix', 'moonpy', 'kitk', 'snick', 'wendy', 'domino', 'digiornopizz', 'skittl', 'arby', 'oreo', 'cinnabon', 'httpstcozqgebcwkjt']",0,4
204,"['morrisanim', 'netflix', 'moonpy', 'kitk', 'snick', 'wendy', 'domino', 'digiornopizz', 'skittl', 'arby', 'oreo', 'cinnabon', 'httpstcopocouugya']",0,6
205,"['concerneddad', 'first', 'goldilock', 'could', 'find', 'someth', 'right', 'cho', 'im', 'sur', 'httpstconwjylgb']",1,2
206,"['matthewbrook', 'lit', 'tak', 'crap', 'liv', 'sens', 'hum']",1,2
207,"['jshap', 'blingbear', 'ready', 'welcom', 'everyon']",0,1
208,"['sa', 'sarahtinprov', 'richinth', 'cours', 'took', 'adv']",0,0
209,"['allidoiswint', 'know', 'folk', 'ask', 'sant', 'stuff', 'stock', 'charmin', 'whitechristma']",0,3
210,"['els', 'stay', 'awak', 'lat', 'last', 'night', 'hop', 'forc', 'strong', 'coff', 'httpstcohibryavrwo']",6,16
211,"['steveauthy', 'thank', 'visit', 'vip']",0,0
212,"['daxshepard', 'cant', 'stop', 'say', 'much', 'enjoy', 'visit', 'da', 'real', 'mvpee']",0,8
213,"['rt', 'daxshepard', 'thought', 'youv', 'seen', 'nyc', 'charmin', 'restroom', 'let', 'pee', 'sea', 'check', 'folk', 'enjoy']",19,0
214,"['littlemamajam', 'left', 'squ']",0,1
215,"['flush', 'prid', 'smal', 'part', 'specialolymp', 'good', 'work', 'httpstcoxfcibsvvgs']",1,16
216,"['specialolymp', 'sonyinfo', 'sonorthameric', 'flush', 'prid', 'smal', 'part', 'miss']",1,4
217,"['josespiano', 'franklinshepard', 'nev', 'know', 'what', 'hap', 'someth', 'diff', 'going', 'week', 'com', 'see']",0,2
218,"['ifakeorgasm', 'amazon', 'bas', 'discontinu', 'tim', 'ago', 'check', 'charmin', 'ess', 'soft', 'ess', 'strong']",0,1
219,"['kick', 'holiday', 'guest', 'myveryshortst', 'httpstcorvhhc']",4,16
220,"['yo', 'tim', 'squ', 'today', 'enjoythego', 'charmin', 'restroom', 'particip', 'toilet', 'bowl', 'get', 'ch', 'httpstcoqxrzolsv']",4,7
221,"['einahpet', 'costco', 'bear', 'gon', 'na', 'troubl', 'that', 'nev', 'want', 'see', 'giv', 'us', 'cal', 'httpstcodhtjziovqn']",0,2
222,"['hmcaldwell', 'alway', 'got', 'backsid']",0,1
223,"['makingcostum', 'glad', 'hear', 'thank', 'snap', 'blingbear', 'hes', 'favorit']",0,1
224,"['makingcostum', 'could', 'bear', 'contain', 'youl', 'find', 'bear', 'everywh']",0,0
225,"['alanmlevin', 'lov', 'blingbear', 'quit', 'lot', 'stal', 'try']",0,1
226,"['todayfeelsgood', 'paulaf', 'sunny', 'theview', 'would', 'bottom', 'tre', 'right', 'get', 'good', 'stuff']",1,2
227,"['memphicitydesig', 'anniesavoy', 'go', 'ahead', 'mak', 'jok', 'tim']",1,2
228,"['helpblair', 'glad', 'could', 'help']",0,1
229,"['heyimbudz', 'hotpocket', 'alway', 'got', 'backsid']",1,1
230,"['dbelot', 'wouldnt', 'heav']",0,1
231,"['abl', 'mak', 'tim', 'squ', 'want', 'find', 'cle', 'bathroom', 'wel', 'ther', 'ap', 'sitorsqu', 'c', 'httpstcomyvddbco']",5,12
232,"['kristinamonllo', 'adweek', 'daxshepard', 'that', 'commun', 'man', 'favorit', 'disconeverdy']",0,1
233,"['kristinamonllo', 'adweek', 'daxshepard', 'on', 'favorit']",0,0
234,"['kirodach', 'bring', 'tabl']",0,2
235,"['derekfunkk', 'disco', 'nev', 'die']",1,0
236,"['anissasalley', 'glad', 'visit']",0,0
237,"['jenabixl', 'study', 'hard', 'mayb', 'on', 'day', 'mak', 'poop', 'jok', 'profess']",0,6
238,"['sarahtinprov', 'wel', 'whatev', 'tak']",1,2
239,"['cury', 'tim', 'squ', 'restroom', 'tak', 'peek', 'tackl', 'hardhit', 'tp', 'quest', 'httpstcoekmxepgrj']",5,8
240,"['hannahndenv', 'sarahtinprov', 'may', 'pres', 'charmin', 'extend', 'request', 'fre', 'boom', 'httpstcoctrpvuimk']",0,1
241,"['first', 'day', 'charmin', 'restroom', 'tim', 'squ', 'almost', 'chant', 'enjoythego', 'mak', 'su', 'httpstcomxulxtyyv']",2,7
242,"['christinpierce', 'blu', 'advert', 'soft', 'red', 'strong']",0,1
243,"['addictedyoohoo', 'hear', 'somewh', 'near', 'waldo', 'astor', 'hotel']",0,1
244,"['srqfabulous', 'gma', 'delt', 'every', 'person', 'flight', 'deserv', 'trip', 'charmin', 'restroom', 'tim', 'squ']",0,1
245,"['charmin', 'vip', 'daxshepard', 'tonight', 'wednesday', 'enew', 'pm', 'est', 'check', 'tak', 'best', 'seat', 'httpstcoktbrudqkz']",2,3
246,"['tktserin', 'tkts', 'tdfnyc', 'seat', 'mak', 'real', 'vip']",0,2
247,"['mediapost', 'thank', 'stal', 'on', 'shot']",0,1
248,"['melissallado', 'gymcraftlaundry', 'bloglifeu', 'thankhoney', 'visit', 'know', 'youl', 'tre', 'lik', 'real', 'vip']",1,5
249,"['hudsonhornet', 'joeyf', 'ask', 'sant', 'stuff', 'stock', 'adultingforchristma', 'thing', 'yo', 'httpstcozzoewzddb']",2,2
250,"['katbartel', 'timessquarenyc', 'lov', 'found', 'blingbear', 'hes', 'favorit', 'thank', 'vip']",0,1
251,"['momtrend', 'cal', 'blingbear']",0,0
252,"['littlemamajam', 'read', 'mind', 'whynotbo']",0,1
253,"['momtrend', 'on', 'favorit']",0,0
