,text,re,fav
51,"['rt', 'gepow', 'expl', 'dccoupled', 'architect', 'ges', 'energy', 'stor', 'solv', 'optim', 'highest', 'efficy', 'id', 'microgrid', 'appl']",22,0
52,"['geaddit', 'partn', 'auburnu', 'giv', 'engin', 'stud', 'ultim', 'handson', 'educationtheir', 'httpstcodacysvev']",24,42
53,"['rt', 'gepow', 'podcast', 'ge', 'reservoir', 'energyst', 'platform', 'integr', 'across', 'grid', 'integr', 'perform', 'optim']",10,0
54,"['reservoir', 'modul', 'scal', 'energy', 'platform', 'un', 'digit', 'tool', 'ar']",11,20
55,"['new', 'energy', 'platform', 'mak', 'switch', 'renew', 'energy', 'easy', 'tak', 'box']",33,46
56,"['introduc', 'reservoir', 'platform', 'combin', 'energy', 'stor', 'hardw', 'softw', 'sens']",19,40
57,"['altfredlet', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
58,"['sandyjoy', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponseg', 'httpstcotkabhhdb']",0,0
59,"['jacobpr', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponseg', 'httpstcoqntfiix']",0,0
60,"['jia', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponsegeap', 'httpstcoqjyovxhar']",0,0
61,"['sign', 'premy', 'mri', 'machin', 'giv', 'research', 'bet', 'view', 'brain', 'injury']",18,40
62,"['stand', 'near', 'three', 'tim', 'tal', 'statu', 'liberty', 'gerenew', 'offsh', 'wind', 'turbin', 'larg', 'httpstconbppkmeuj']",161,325
63,"['jewelllsey', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponseg', 'httpstcovduuyvxp']",0,0
64,"['along', 'transform', 'technolog', 'ge', 'healthc', 'redesign', 'paty', 'mammograph', 'expery', 'pristin', 'duet']",8,25
65,"['ifuseekck', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
66,"['hardw', 'meet', 'softw', 'everyon', 'win', 'predix', 'sav', 'new', 'york', 'pow', 'auth', 'mil']",4,24
67,"['introduc', 'world', 'largest', 'efficy', 'offsh', 'wind', 'turbinehaliadex', 'ge', 'renew', 'energy']",33,103
68,"['meet', 'largest', 'offsh', 'wind', 'turbin', 'worldcap', 'produc', 'renew', 'pow', 'household']",707,2100
69,"['haliadex', 'mw', 'produc', 'energy', 'offsh', 'wind', 'turbin', 'avail', 'today', 'that']",107,326
70,"['californ', 'pow', 'plant', 'success', 'test', 'black', 'startreach', 'ful', 'pow', 'us', 'ge', 'battery']",32,65
71,"['ge', 'addit', 'cre', 'engin', 'that', 'pound', 'light', 'yet', 'powerful', 'disrupt', 'technolog', 'that', 'helpin', 'httpstcoyabgspt']",19,42
72,"['rt', 'johnflanneryg', 'today', 'publ', 'an', 'report', 'amp', 'let', 'shareown', 'incred', 'proud', 'company', 'anyth']",59,0
73,"['lot', 'work', 'lot', 'work', 'say', 'ceo', 'john', 'flannery', 'let', 'shareown', 'find', 'ful', 'let']",12,51
74,"['altfredlet', 'low', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'ap', 'httpstcoplzssclm']",0,0
75,"['adv', 'turboprop', 'engin', 'inspir', 'new', 'gen', 'aerospac', 'engineerslead', 'geavy', 'partn', 'httpstcolhqbqbiq']",45,112
76,"['getransport', 'largestev', 'deal', 'ukrain', 'modern', 'country', 'locomot', 'fleet', 'bolst', 'httpstconaugekcy']",103,175
77,"['tiggergirl', 'sorry', 'yo', 'run', 'issu', 'chris', 'pleas', 'email', 'detail', 'eresponsegeappl', 'httpstcopcxjratni']",0,0
78,"['ctservices', 'sorry', 'yo', 'issu', 'darryl', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'httpstcotvrwsbtk']",0,0
79,"['walmart', 'partn', 'currentbyg', 'instal', 'mil', 'led', 'light', 'storesreduc', 'energy', 'co', 'httpstcoewrxahq']",23,53
80,"['arnold', 'spielberg', 'comput', 'pion', 'fath', 'fam', 'filmmak', 'reflect', 'year', 'lif', 'groundbreak', 'work', 'ge']",49,94
81,"['gehealthc', 'hon', 'fastcompany', 'on', 'top', 'innov', 'company', 'biotech', 'la', 'httpstcorglxpafve']",21,63
82,"['dannyc', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponseg', 'httpstcoajkdgwas']",0,0
83,"['chriskoens', 'hi', 'chris', 'pleas', 'email', 'detail', 'quest', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
84,"['deancaravel', 'geappliancespr', 'geappliancesc', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'httpstcoevxdezvqn']",0,0
85,"['asheleyjb', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
86,"['overhyp', 'underhyp', 'see', 'new', 'technolog', 'glob', 'execut', 'believ', 'could', 'transform', 'impact']",20,42
87,"['surpr', 'set', 'emerg', 'play', 'driv', 'glob', 'innov', 'find', 'innov', 'baromet']",9,28
88,"['kavest', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
89,"['good', 'heal', 'help', 'win', 'gold', 'that', 'design', 'softw', 'track', 'athlet', 'injury', 'il', 'olymp', 'wint', 'gam']",21,40
90,"['build', 'on', 'biggest', 'wind', 'turbin', 'homework', 'due', 'tomorrow', 'get', 'don', 'tonight', 'httpstcoenqrukd']",35,56
91,"['two', 'wom', 'two', 'decad', 'on', 'job', 'see', 'worksh', 'partn', 'allow', 'wom', 'ge', 'pow', 'best', 'work', 'hom']",5,26
92,"['technolog', 'glob', 'execut', 'say', 'posit', 'impact', 'increas', 'cre', 'get', 'good', 'httpstcoprgxbhzdii']",34,74
93,"['want', 'know', 'emerg', 'technolog', 'transform', 'innov', 'hear', 'glob', 'busy', 'lead', 'say']",4,16
94,"['top', 'busy', 'lead', 'around', 'world', 'survey', 'result', 'check', 'ge', 'glob', 'innov', 'baromet']",10,22
95,"['survey', 'busy', 'execut', 'country', 'see', 'innov', 'trend', 'chang', 'glob', 'result']",18,33
96,"['mak', 'world', 'pow', 'jet', 'engin', 'get', 'grandmoth', 'grandson', 'play', 'tim', 'httpstcoiulacqftu']",53,111
97,"['rt', 'mastersofsc', 'hey', 'generalelect', 'sens', 'scal', 'hello', 'panam', 'can', 'lead', 'voic', 'divers', 'amp', 'show', 'mass']",4,0
98,"['songbrid', 'sorry', 'yo', 'issu', 'recommend', 'return', 'bulb', 'stor', 'contact', 'custom', 'ser', 'httpstcomxulqwsn']",0,0
99,"['blesdiko', 'sorry', 'yo', 'issu', 'recommend', 'return', 'bulb', 'stor', 'contact', 'custom', 'serv', 'httpstcoqrltkfumqq']",0,0
100,"['hon', 'thoma', 'edison', 'birthday', 'inventorsday', 'check', 'forgot', 'inv']",91,138
101,"['writ', 'algorithm', 'help', 'stabl', 'baby', 'temp', 'get', 'newborn', 'hom', 'moth', 'httpstcotsrknejcq']",38,61
102,"['build', 'locomot', 'fast', 'ev', 'thank', 'new', 'tak', 'assembl', 'lin', 'result', 'fast', 'build', 'tim']",39,110
103,"['cre', 'world', 'first', 'wind', 'turbin', 'builtin', 'hydroelect', 'battery', 'feet', 'tal', 'theyr', 'almost', 'httpstcounxtjhatw']",39,99
104,"['zaherarturo', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
105,"['stothebandad', 'geappliancespr', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'httpstcovgtglnwsg']",0,0
106,"['dr', 'seuss', 'kurt', 'vonnegut', 'norm', 'rockwel', 'art', 'claud', 'mey', 'common', 'theyv', 'collab', 'ge']",31,69
107,"['see', 'print', 'earn', 'pow', 'plant', 'guin', 'world', 'record']",44,102
108,"['loonach', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'erespons', 'httpstcolpacehsdxz']",0,0
109,"['samahhelal', 'geresearch', 'starw', 'thank', 'interest', 'tak', 'look', 'info', 'httpstcoucqczpbrcc']",0,1
110,"['zero', 'med', 'found', 'slow', 'cur', 'alzheim', 'ap', 'develop', 'ge', 'sci', 'amp', 'softw', 'engin', 'could', 'lead', 'chang']",23,59
111,"['fast', 'acc', 'cant', 'screenings', 'becom', 'real', 'art', 'intellig', 'program']",69,109
112,"['darrenoestman', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'erespon', 'httpstcomvqnbowau']",0,0
113,"['brandonf', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'appl', 'httpstcoclabapx']",0,1
114,"['her', 'mil', 'led', 'currentbyg', 'reduc', 'walmart', 'energy', 'cost', 'mil', 'httpstcoafawmzulc']",18,50
115,"['abrack', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponseg', 'httpstcokfzrfkrfr']",1,0
116,"['ge', 'research', 'don', 'vary', 'industry', 'pois', 'chang', 'futurehttpstcojmyegbbov']",341,1590
117,"['rt', 'gev', 'today', 'invest', 'energy', 'startup', 'offgrid', 'bring', 'light', 'pow', 'mil', 'nee', 'includ', 'area']",18,0
118,"['naadema', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponsege', 'httpstcomxcyyusi']",0,0
119,"['partn', 'nvid', 'develop', 'fut', 'aiassist', 'heal', 'car']",49,96
120,"['rickifak', 'ye', 'try', 'resolv', 'issu']",0,1
121,"['rickifak', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,1
122,"['world', 'first', 'print', 'mountain', 'ebik', 'custom', 'un', 'cent', 'gravityand', 'weigh', 'pound']",118,185
123,"['themkern', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponsege', 'httpstcoqmlhttquv']",0,0
124,"['bradpaquin', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'erespons', 'httpstcodftnrhvxv']",0,0
125,"['key', 'ingredy', 'addit', 'manufact', 'pow', 'las']",55,96
126,"['mik', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'erespon', 'httpstcorumuajks']",0,1
127,"['celt', 'someth', 'mak', 'everyon', 'che', 'help', 'middl', 'schoolers', 'get', 'excit', 'sci']",3,3
128,"['iamphatfarm', 'hey', 'engr', 'pleas', 'feel', 'fre', 'search', 'op', 'posit', 'are', 'car', 'websit', 'httpstcoyayetbkix']",0,0
129,"['new', 'indust', 'saf', 'inspect', 'un', 'tal', 'fly']",39,60
130,"['chrisgaskill', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'appl', 'httpstcokidqalehj']",0,0
131,['httpstcodrdjiby'],12,34
132,"['valu', 'pot', 'pow', 'transform', 'that', 'see', 'addit', 'technolog', 'launch', 'g', 'httpstconkjaagjoh']",8,27
133,"['ge', 'help', 'shap', 'locomot', 'industry', 'tier', 'locomot', 'becam', 'engin', 'meet', 'ep', 'httpstcogscjcsacc']",2,11
134,"['world', 'efficy', 'pow', 'plant', 'brought', 'efficy', 'gas', 'turbineth', 'ha', 'httpstcoensyztac']",4,15
135,"['turbin', 'blad', 'airlin', 'op', 'predix', 'allow', 'us', 'bet', 'monit', 'optim', 'individ', 'piec', 'httpstcowjaboxtva']",3,8
136,"['due', 'pockets', 'design', 'ges', 'vscan', 'allow', 'doct', 'del', 'serv', 'remot', 'rur', 'area', 'httpstcoeqlblkxwbb']",2,8
137,"['less', 'icy', 'build', 'less', 'grim', 'less', 'resist', 'that', 'pow', 'superhydrophob', 'nanoco', 'develop', 'httpstcoxmtbozmcaf']",1,7
138,"['light', 'stronger', 'efficiento', 'motto', 'develop', 'composit', 'fan', 'blad', 'ge', 'engin', 'httpstcouawhmgol']",2,8
139,"['know', 'mri', 'technolog', 'bas', 'pow', 'magnet', 'httpstcozbumnelw']",4,7
140,"['took', 'ski', 'jet', 'engin', 'pow', 'america', 'first', 'milit', 'jet', 'aircraft', 'httpstcoapmpkoyjr']",2,9
141,"['ge', 'sanford', 'moss', 'reach', 'new', 'height', 'aviationlit', 'figurativelywi', 'turbo', 'supercharg', 'httpstcojobtiasy']",1,9
142,"['know', 'foremost', 'manufact', 'xray', 'tub', 'ear', 'httpstcopfhaeaxox']",2,7
143,"['edison', 'went', 'cre', 'country', 'first', 'cent', 'pow', 'stat', 'httpstcoylhvwlb']",1,7
144,"['start', 'thoma', 'edison', 'httpstconvpmsbscoi']",3,13
145,"['ge', 'innov', 'shap', 'world', 'year', 'let', 'tak', 'look', 'back', 'see', 'wev', 'httpstcovcwrvr']",67,156
146,"['gableroach', 'sorry', 'yo', 'issu', 'pleas', 'email', 'issu', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
147,"['bion', 'arm', 'giv', 'someth', 'priceless', 'amput', 'abl', 'play', 'piano']",49,82
148,"['staceyjon', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'erespons', 'httpstcotywipslag']",0,0
149,"['nikklesanddim', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'appl', 'httpstcolbtwbezjjp']",0,0
150,"['ealculumbr', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
151,"['chordsforcord', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'appl', 'httpstcoqwwgberb']",0,1
152,"['lantosh', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
153,"['dylanfut', 'cocacol', 'flightrad', 'thank', 'interest', 'tak', 'look', 'info', 'httpstcoucqczpbrcc']",1,0
154,"['best', 'way', 'repair', 'giant', 'indust', 'machin', 'tiny', 'robot', 'vehic', 'op', 'hum']",45,96
155,"['alangzaof', 'amaz', 'kept', 'piec', 'year', 'thank', 'tak', 'tim', 'reach', 'httpstcoyrrsnwomp']",0,0
156,"['mcastriott', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,1
157,"['cneumey', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'apply', 'team', 'tak', 'look']",0,0
158,"['couldnt', 'fit', 'everyth', 'charact', 'us', 'fram', 'instead', 'httpstcobdsqsokay']",350,1298
159,"['danrickl', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponseg', 'httpstcohdlifhepy']",0,0
160,"['camby', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponseg', 'httpstcoxtnzwnnyrh']",0,0
161,"['fin', 'first', 'test', 'atp', 'ges', 'adv', 'turboprop', 'engin', 'produc', 'extend', 'dprinting', 'mov', 'httpstcozfjvdsihp']",74,157
162,"['excit', 'work', 'cnrailway', 'provid', 'categorylead', 'tech', 'getransport', 'enh', 'operatio', 'httpstcoazbeuipk']",8,34
163,"['print', 'fuel', 'nozzl', 'help', 'pow', 'stat', 'get', 'guin', 'world', 'record']",41,92
164,"['haridonth', 'hi', 'har', 'thank', 'reach', 'pleas', 'see', 'respons', 'priv', 'mess']",0,1
165,"['com', 'wind', 'turbin', 'big', 'bet', 'that', 'mad', 'enorm', 'offsh', 'wind', 'turbin', 'blad']",70,114
166,"['juskareem', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'ap', 'httpstcogvlfsdevh']",0,1
167,"['steleo', 'stev', 'sorry', 'hear', 'pleas', 'contact', 'team', 'gelsocialgecom', 'hop', 'gre', 'holiday']",0,1
168,"['firehawk', 'helicopt', 'pow', 'ge', 'engin', 'us', 'fight', 'wildfir', 'californ']",24,59
169,"['obeysnoonexcv', 'sorry', 'yo', 'issu', 'carlo', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'g', 'httpstcovvckagrye']",0,1
170,"['madsrincolon', 'hi', 'madelin', 'thank', 'reach', 'pleas', 'contact', 'team', 'gelsocialgecom', 'theyl', 'happy', 'help']",0,0
171,"['tmorrisseyjd', 'hi', 'thoma', 'com', 'at', 'consum', 'receiv', 'cal', 'telemarket', 'se', 'httpstcomrpztnwra']",0,1
172,"['smileydaydreamr', 'thebrick', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'httpstcoomapbdfn']",0,0
173,"['senormitchel', 'bri', 'thank', 'reach', 'pleas', 'contact', 'team', 'gelsocialgecom', 'theyl', 'happy', 'help']",0,0
174,"['jet', 'fli', 'spee', 'mph', 'on', 'half', 'tim', 'spee', 'sound', 'tak', 'httpstcopcwqmjuhlp']",87,180
175,"['lyssasparty', 'com', 'at', 'consum', 'receiv', 'cal', 'telemarket', 'sel', 'ge', 'sec', 'httpstcostjijqart']",0,0
176,"['valleyfamilyfun', 'thank', 'reach', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'appl', 'httpstcorfsqvsqz']",0,1
177,"['tifft', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'eresponsegeap', 'httpstcogkcpwusofz']",0,0
178,"['benefitwrit', 'dian', 'sorry', 'hear', 'pleas', 'contact', 'team', 'gelsocialgecom', 'hop', 'gre', 'holiday']",0,0
179,"['genet', 'mod', 'bacter', 'react', 'hum', 'body', 'could', 'revolv', 'wear', 'electron', 'cloth', 'ev', 'tattoo']",74,115
180,"['carvercarry', 'sorry', 'yo', 'issu', 'pleas', 'email', 'detail', 'eresponsegeappliancescom', 'ge', 'appl', 'httpstcoswoqtiund']",0,1
181,"['new', 'york', 'pow', 'auth', 'new', 'digit', 'miss', 'control', 'cent', 'us', 'predix', 'help', 'understand', 'condit', 'httpstcorgvnpfband']",15,43
182,"['susieo', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'susy', 'pleas', 'reach', 'ge', 'apply', 'erespons', 'httpstcospjbzjxn']",0,1
183,"['michaeleg', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'mik', 'pleas', 'reach', 'ge', 'apply', 'er', 'httpstcoahbnngpq']",0,0
184,"['nobel', 'priz', 'win', 'medicin', 'rely', 'gehealthc', 'deltavid', 'microscop', 'decod', 'gen', 'con', 'httpstcogixejxcz']",16,38
185,"['loriannmd', 'wormaldhom', 'lor', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'appl', 'httpstcojiunflcbn']",0,0
186,"['industrialstreng', 'softw', 'driv', 'efficy', 'collect', 'valu', 'dat', 'pow', 'digit', 'indust', 'httpstcozldhidrnr']",138,626
187,"['new', 'ge', 'addit', 'cent', 'munich', 'key', 'part', 'driv', 'bring', 'addit', 'manufact', 'mainstream']",36,58
188,"['ge', 'research', 'us', 'cold', 'spray', 'repair', 'build', 'new', 'part', 'avy', 'energy', 'apply']",83,150
189,"['hmschooldisney', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'erespon', 'httpstcovioayvst']",0,0
190,"['canuckduck', 'sorry', 'frust', 'amp', 'issu', 'yo', 'fac', 'pleas', 'reach', 'ge', 'apply', 'erespon', 'httpstcojxxumxhayd']",0,0
