,text,re,fav
49,"['farhanijaz', 'hi', 'sorry', 'hear', 'hap', 'us', 'linkedin', 'ap', 'try', 'uninstal', 'httpstcoyogaiihig']",0,0
50,"['yassinalhennawy', 'check', 'link', 'detail', 'httpstcocoqdbbc', 'lj']",0,1
51,"['saraghfitz', 'yik', 'id', 'try', 'uninstal', 'reinstal', 'ap', 'us', 'trick', 'lj']",0,0
52,"['ronaldbloem', 'hi', 'cur', 'off', 'twit', 'support', 'engl', 'comfort', 'continu', 'engl', 'c', 'httpstcodxzftqtd']",0,0
53,"['imrananw', 'hi', 'thank', 'let', 'us', 'know', 'might', 'sound', 'sil', 'try', 'clear', 'cach', 'cooky', 'httpstcocxpaxuibv']",0,0
54,"['skulldug', 'hey', 'ryan', 'sorry', 'loss', 'policy', 'regard', 'situ', 'lik', 'httpstcouuaidwzdgl']",0,0
55,"['arjanwidlak', 'hmmhappy', 'team', 'look', 'good', 'email', 'address', 'dm', 'lj']",0,0
56,"['mrshlee', 'thank', 'speak', 'issu', 'account', 'dm', 'us', 'detail', 'jlk']",0,0
57,"['asksarab', 'perfect', 'gre', 'day', 'lj']",0,1
58,"['rayhc', 'sorry', 'frust', 'caus', 'apprecy', 'feedback', 'sur', 'let', 'httpstcoypzsnvpt']",0,0
59,"['mizbamukarram', 'dms', 'op', 'abl', 'send', 'thank', 'jlk']",0,0
60,"['mizbamukarram', 'definit', 'check', 'stat', 'pleas', 'dm', 'us', 'email', 'address', 'assoc', 'httpstcovtrdwqun']",1,0
61,"['groundswellzoo', 'thank', 'bring', 'at', 'attach', 'instruct', 'flag', 'cont', 'httpstcoryyuysz']",0,1
62,"['itoursfr', 'thank', 'reach', 'pleas', 'dm', 'us', 'email', 'address', 'assocy', 'account', 'jlk']",0,0
63,"['coshstruck', 'thank', 'reach', 'pleas', 'elab', 'regard', 'expery', 'httpstcortipzd']",0,0
64,"['mitchtaramitch', 'happy', 'look', 'youp', 'leas', 'dm', 'us', 'email', 'address', 'assoc', 'httpstcodaevmfjz']",0,0
65,"['mcinnov', 'wev', 'sent', 'dm', 'next', 'step', 'thank', 'jlk']",0,0
66,"['beelizabe', 'apolog', 'frust', 'clar', 'send', 'us', 'screenshot', 'yo', 'refer', 'jlk']",0,0
67,"['sunninghilltrav', 'thank', 'reach', 'pleas', 'includ', 'email', 'address', 'dms', 'wel', 'happy', 'look', 'jlk']",0,0
68,"['sepidehar', 'thank', 'reach', 'pleas', 'dm', 'us', 'email', 'address', 'assocy', 'account', 'jlk']",0,0
69,"['thosrooney', 'thank', 'pleas', 'conveny', 'jlk']",0,0
70,"['customersvo', 'yik', 'sorry', 'hear', 'dm', 'spec', 'expery', 'happy', 'let', 'team', 'know', 'lj']",0,0
71,"['sivajrm', 'thank', 'feedback', 'sur', 'let', 'team', 'know', 'request', 'lj']",0,1
72,"['ajain', 'apolog', 'frust', 'her', 'inform', 'regard', 'feat', 'httpstcowviwpfn', 'httpstcovgctbkw']",0,0
73,"['deidrafierc', 'hi', 'priv', 'alway', 'top', 'concern', 'us', 'review', 'priv', 'policy', 'httpstcoqxcnrcnee']",0,0
74,"['nagarshashank', 'thank', 'dm', 'loc', 'ticket', 'memb', 'team', 'circ', 'back', 'httpstcojegrwoquk']",0,0
75,"['aspencoreit', 'hi', 'happy', 'check', 'stat', 'follow', 'us', 'twit', 'dm', 'cas', 'e', 'httpstcozstsysio']",0,0
76,"['micadam', 'thank', 'upd', 'gre', 'day', 'lj']",0,1
77,"['maryannwatson', 'hey', 'maryan', 'dm', 'us', 'email', 'address', 'assocy', 'account', 'jlk']",0,0
78,"['sfbayareafan', 'would', 'auto', 'renew', 'standard', 'rat', 'unfortun', 'dont', 'stud', 'discount', 'httpstcompwmdkreu']",0,0
79,"['thosrooney', 'hmm', 'send', 'us', 'screenshot', 'show', 'employ', 'list', 'expery', 'httpstcoukafouiivc']",0,0
80,"['laurieholthhm', 'sorry', 'hear', 'hap', 'stil', 'issu', 'jlk']",0,0
81,"['ladaeliseev', 'disappoint', 'decid', 'block', 'linkedin', 'russiaw', 'believ', 'comply', 'wi', 'httpstcozkmdjhnwx']",1,1
82,"['zippydodah', 'thank', 'let', 'us', 'know', 'gre', 'day', 'jlk']",0,0
83,"['nagarshashank', 'apolog', 'confus', 'said', 'sound', 'sil', 'meant', 'solv', 'may', 'sound', 'sil', 'httpstcosatnazku']",0,0
84,"['chemconnect', 'what', 'ticket', 'numb', 'request', 'pul', 'ticket', 'way', 'jlk']",0,0
85,"['sfbayareafan', 'hi', 'thank', 'reach', 'check', 'link', 'detail', 'try', 'prem', 'subscrib', 'httpstcoxveccwrseq']",0,0
86,"['nagarshashank', 'thank', 'reach', 'sound', 'sil', 'issu', 'altern', 'brows', 'wel', 'jlk']",0,0
87,"['stjenna', 'hi', 'jenn', 'ros', 'happy', 'check', 'stat', 'follow', 'us', 'twit', 'dm', 'cas', 'email', 'address', 'lj']",0,0
88,"['arnaudlloret', 'hi', 'arnaud', 'thank', 'reach', 'check', 'link', 'detail', 'httpstcofjocbccq', 'lj']",0,0
89,"['uvmdanz', 'hi', 'lyn', 'sorry', 'hear', 'happy', 'look', 'dm', 'email', 'address', 'u', 'httpstcolzbogplez']",0,0
90,"['jeremyallynam', 'apprecy', 'feedback', 'sur', 'let', 'team', 'know', 'request', 'lj']",0,0
91,"['sanm', 'hi', 'sergio', 'sorry', 'delay', 'respons', 'look', 'lik', 'resolv', 'gre', 'day', 'lj']",0,1
92,"['elizar', 'hi', 'eliz', 'abl', 'set', 'linkedin', 'company', 'pag', 'check', 'link', 'detail', 'httpstcorbsbmgbqbn']",0,0
93,"['mrjasonray', 'hi', 'jason', 'apolog', 'delay', 'respons', 'look', 'lik', 'resolv', 'let', 'us', 'know', 'httpstcouvvxftwmz']",1,1
94,"['rickmonteronyc', 'hi', 'rick', 'stil', 'see', 'let', 'us', 'know', 'lj']",0,0
95,"['angelicactor', 'hi', 'angelic', 'stil', 'see', 'dm', 'email', 'address', 'thank', 'lj']",0,0
96,"['upstateg', 'hi', 'thank', 'reach', 'appear', 'issu', 'resolv', 'let', 'know', 'stil', 'expery', 'lj']",0,0
97,"['barrytyr', 'hi', 'barry', 'thank', 'reach', 'apolog', 'wait', 'expery', 'esc', 'yo', 'httpstcofcnmpx']",0,0
98,"['asksarab', 'hi', 'sar', 'thank', 'reach', 'stil', 'expery', 'let', 'know', 'apolog', 'delay', 'respons', 'lj']",0,0
99,"['micadam', 'hi', 'mic', 'happy', 'look', 'sorry', 'delay', 'respons', 'what', 'going', 'dm', 'httpstcoixynmlntxk']",0,0
100,"['int', 'hi', 'im', 'sur', 'im', 'follow', 'dm', 'screenshot', 'see', 'email', 'addr', 'httpstcocccrwraa']",0,0
101,"['tejon', 'hi', 'tod', 'thank', 'reach', 'stil', 'expery', 'id', 'lik', 'team', 'look', 'httpstcojspugurj']",0,0
102,"['rashont', 'yik', 'happy', 'team', 'look', 'forward', 'inform', 'httpstconnmhhfbhyy', 'lj']",0,0
103,"['rperron', 'hi', 'rob', 'happy', 'look', 'dm', 'spec', 'email', 'address', 'profil', 'cas', 'on', 'lj']",0,0
104,"['ginadimarco', 'hi', 'gin', 'thank', 'reach', 'apolog', 'delay', 'respons', 'cur', 'admin', 'httpstcofqafyhjpef']",0,0
105,"['gret', 'hi', 'gret', 'dm', 'us', 'email', 'address', 'account', 'team', 'look', 'thank', 'dan']",0,0
106,"['ellenellen', 'hi', 'el', 'happy', 'assist', 'dm', 'us', 'email', 'address', 'account', 'descr', 'httpstconguzrqwzp']",0,0
107,"['scottv', 'hi', 'scot', 'dm', 'us', 'detail', 'feel', 'fre', 'includ', 'screenshot', 'email', 'account', 'dan']",0,0
108,"['mridoesit', 'oh', 'sorry', 'nicola', 'anyth', 'mak', 'linkedin', 'bet', 'httpstcoxjkkdicpss']",0,0
109,"['iainpilkington', 'hey', 'iain', 'sorry', 'frust', 'caus', 'fil', 'info', 'h', 'httpstcochijbmttsh']",0,0
110,"['cisomus', 'hi', 'pam', 'wed', 'happy', 'tak', 'look', 'dm', 'us', 'email', 'address', 'acco', 'httpstcobybypqck']",0,0
111,"['thosrooney', 'hey', 'thoma', 'company', 'list', 'expery', 'sect', 'profil', 'linkedin', 'thank', 'dan']",0,0
112,"['ameliatwin', 'stil', 'abl', 'access', 'account', 'mean', 'nee', 'ent', 'email', 'httpstcohyigaxs']",0,1
113,"['twiggylou', 'hi', 'ashley', 'stil', 'troubl', 'let', 'us', 'know', 'avail', 'help', 'dan']",0,0
114,"['ladaeliseev', 'httpstconfjhsmde']",1,1
115,"['nehaarana', 'hey', 'neh', 'dm', 'us', 'detail', 'let', 'us', 'know', 'help', 'dan']",0,0
116,"['alxcrwn', 'apprecy', 'feedback', 'alex', 'il', 'pass', 'along', 'team']",0,0
117,"['ahamarket', 'apolog', 'frust', 'caus', 'dm', 'email', 'assocy', 'httpstcokpkdtjmph']",0,0
118,"['thesirsaurabh', 'hi', 'see', 'charg', 'linkedin', 'account', 'bank', 'stat', 'feel', 'fre', 'httpstcoaleyynmzo']",0,0
119,"['ronipl', 'hi', 'ron', 'look', 'lik', 'team', 'rec', 'sent', 'respons', 'receiv']",0,0
120,"['ameliatwin', 'hi', 'amel', 'inform', 'may', 'requir', 'ent', 'email', 'address', 'try', 'httpstcokhvffnl']",0,0
121,"['dpakm', 'hey', 'david', 'follow', 'us', 'send', 'dm', 'thank', 'dan']",0,0
122,"['martinpir', 'hi', 'martin', 'fil', 'not', 'inacc', 'profil', 'inform', 'form', 'httpstcotzzgfpq', 'httpstcowsqzaqvyk']",0,1
123,"['monaoed', 'yik', 'sorry', 'wel', 'forward', 'mobl', 'team', 'review', 'dan']",0,1
124,"['dpakm', 'hi', 'david', 'send', 'email', 'address', 'profil', 'wel', 'see', 'get', 'ticket', 'cre', 'thank', 'dan']",0,0
125,"['carlgy', 'yik', 'sorry', 'hear', 'carl', 'send', 'us', 'detail', 'direct', 'httpstconnmhhfbhyy', 'id', 'httpstcozyvlybbtb']",0,0
126,"['kayel', 'hey', 'kollin', 'sent', 'dm', 'see']",0,0
127,"['monaoed', 'hmmm', 'might', 'sound', 'sil', 'try', 'uninstal', 'reinstal', 'ap', 'doesnt', 'work', 'ple', 'httpstcovqhvle']",0,0
128,"['miteshuk', 'wed', 'happy', 'tak', 'clos', 'look', 'dm', 'us', 'email', 'account', 'thank', 'lc']",0,0
129,"['neerajjaju', 'wed', 'happy', 'tak', 'clos', 'look', 'dm', 'us', 'info', 'screenshot', 'see', 'thank', 'lc']",0,0
130,"['prnceofdarknes', 'apolog', 'frust', 'caus', 'howard', 'dm', 'email', 'assocy', 'w', 'httpstcoqzsjcvy']",0,0
131,"['el', 'hi', 'chris', 'happy', 'look', 'dm', 'email', 'address', 'account', 'tak', 'look', 'thank', 'dan']",0,0
132,"['arrow', 'hi', 'dm', 'email', 'assocy', 'account', 'direct', 'link', 'company', 'pag', 'th', 'httpstcooiuwlhtvu']",0,0
133,"['baileybern', 'hey', 'dm', 'us', 'email', 'address', 'account', 'look', 'thank', 'dan']",0,0
134,"['wofenghenry', 'hi', 'henry', 'dm', 'email', 'assocy', 'account', 'and', 'email', 'assocy', 'acc', 'httpstcocwgrdwih']",0,0
135,"['josepereir', 'ouch', 'expand', 'want', 'hear', 'feedback']",0,0
136,"['godofsk', 'wed', 'happy', 'tak', 'car', 'dm', 'us', 'email', 'account', 'thank', 'lc']",0,0
137,"['shamwaghm', 'sorry', 'sham', 'ver', 'yo', 'upd', 'vert', 'dm', 'httpstcoxrhlamaq']",0,0
138,"['tanukanch', 'hi', 'tanu', 'wed', 'happy', 'tak', 'clos', 'look', 'dm', 'us', 'email', 'account', 'thank', 'lc']",0,0
139,"['dallascartoon', 'hey', 'charl', 'that', 'definit', 'expery', 'want', 'linkedin', 'dm', 'u', 'httpstcothdbknhw']",0,0
140,"['mfmcg', 'oh', 'pleas', 'dm', 'us', 'profil', 'url', 'best', 'email', 'reach', 'thank', 'lc']",0,0
141,"['millayd', 'hey', 'kind', 'email', 'get', 'us', 'dm', 'us', 'email', 'address', 'thank', 'dan']",0,0
142,"['dalaimickey', 'wed', 'lik', 'look', 'clos', 'dm', 'us', 'email', 'account', 'thank', 'lc']",0,0
143,"['helenback', 'hi', 'laur', 'nee', 'get', 'id', 'ver', 'get', 'back', 'account', 'httpstcopmfbbstte']",0,0
144,"['stlnatv', 'sorry', 'hear', 'expery', 'wed', 'lik', 'tak', 'look', 'dm', 'us', 'email', 'account', 'thank', 'lc']",0,0
145,"['anandkad', 'sorry', 'hear', 'let', 'us', 'tak', 'look', 'dm', 'us', 'email', 'account', 'thank', 'lc']",0,0
146,"['garochoocho', 'hi', 'miguel', 'see', 'inform', 'visit', 'individ', 'profil', 'righthand', 'sid', 'httpstcohkxznva']",0,0
147,"['kevinceas', 'hi', 'kevin', 'see', 'dms', 'respond', 'soon', 'lc']",0,1
148,"['serenevannoy', 'hi', 'memb', 'email', 'address', 'stil', 'send', 'invit', 'connect', 'httpstcoctdplpc']",0,0
149,"['alicialeo', 'dm', 'us', 'email', 'address', 'tak', 'look', 'thank', 'dan']",0,1
150,"['sonofamitchtoo', 'hi', 'mitch', 'that', 'definit', 'expery', 'want', 'linkedin', 'pleas', 'know', 'httpstcobfqfnlesc']",0,1
151,"['alicialeo', 'hey', 'alic', 'off', 'fre', 'tri', 'yo', 'interest', 'info', 'httpstcoiczvpuz', 'thank', 'dan']",0,0
152,"['goedhartrodney', 'hi', 'rodney', 'suggest', 'bas', 'inform', 'profil', 'lik', 'work', 'educ', 'hi', 'httpstcoatcczzv']",0,0
153,"['im', 'hey', 'mar', 'definit', 'her', 'httpstcoyoytokbr', 'thank', 'dan']",0,0
154,"['iambrixys', 'hey', 'bri', 'dont', 'inbound', 'support', 'numb', 'happy', 'help', 'dm', 'us', 'httpstcoksgesifd']",0,0
155,"['mackfreedm', 'hi', 'apprecy', 'feedback', 'wel', 'send', 'along', 'produc', 'team', 'review', 'thank', 'dan']",0,0
156,"['wellh', 'hey', 'respond', 'dm', 'see', 'thank', 'dan']",0,0
157,"['ohmpy', 'hey', 'thank', 'feedback', 'ad', 'wel', 'pass', 'along', 'produc', 'team', 'review', 'httpstcovwosueugs']",0,0
158,"['easty', 'hi', 'mark', 'dm', 'us', 'email', 'address', 'account', 'look', 'thank', 'dan']",0,0
159,"['mcp', 'hi', 'parth', 'hap', 'brows', 'wel', 'thank', 'dan']",0,0
160,"['justsayingself', 'hey', 'colleagu', 'contact', 'us', 'follow', 'link', 'httpstconnmhhfbhyy', 'thank', 'dan']",0,0
161,"['emwellspdx', 'hey', 'sorry', 'hear', 'let', 'see', 'cur', 'admin', 'pag', 'httpstcoboxpsfel']",0,0
162,"['chrischalms', 'hi', 'chris', 'want', 'follow', 'let', 'know', 'issu', 'resolv', 'mak', 'sur', 'httpstcocsrvugohn']",0,0
163,"['anuras', 'hi', 'anuras', 'want', 'follow', 'let', 'know', 'issu', 'resolv', 'mak', 'sur', 'upd', 'httpstcoaeagcztgo']",0,0
164,"['christinatoms', 'hi', 'christina', 'im', 'sorry', 'rely', 'report', 'friend', 'famy', 'let', 'us', 'know', 'httpstcoulsnazarav']",0,1
165,"['robertmerlo', 'hey', 'robert', 'dont', 'anyth', 'shar', 'tim', 'keep', 'ey', 'blog', 'upd', 'httpstcosutppowam']",0,1
166,"['yngblkbrd', 'hi', 'wel', 'forward', 'feedback', 'produc', 'team', 'review', 'thank', 'suggest', 'dan']",0,0
167,"['andyaknight', 'friend', 'guy', 'dan', 'httpstcoloxvydbihr']",0,0
168,"['benzaquenjacob', 'hi', 'jacob', 'respond', 'via', 'dm', 'see', 'dan']",0,0
169,"['julianaja', 'hey', 'julian', 'thank', 'circ', 'back', 'wed', 'lik', 'team', 'look', 'fil', 'httpstcowchejprm']",0,0
170,"['cmcmanusumb', 'hi', 'carley', 'see', 'already', 'ticket', 'op', 'issu', 'iv', 'upd', 'cas', 'httpstcoxycwqqnbz']",0,0
171,"['arturoten', 'par', 'atencin', 'al', 'cli', 'en', 'espaol', 'por', 'fav', 'entr', 'en', 'contacto', 'con', 'nosotro', 'desd', 'httpstcooryqbahoax', 'gracia']",0,0
172,"['benzaquenjacob', 'hey', 'jacob', 'thank', 'reach', 'look', 'lik', 'team', 'sent', 'email', 'pleas', 'httpstcokaavjn']",0,1
173,"['alicelidel', 'uh', 'oh', 'let', 'see', 'joann', 'view', 'email', 'phon', 'httpstcoozdxzdzkua']",0,0
174,"['cindybrock', 'hi', 'cindy', 'happy', 'look', 'dm', 'us', 'email', 'address', 'assocy', 'pe', 'httpstcougthwob']",0,0
175,"['dbfoster', 'wed', 'happy', 'see', 'pleas', 'dm', 'us', 'email', 'account', 'detail', 'youd', 'lik', 'discuss', 'lc']",0,0
176,"['tjwizking', 'hmmmthat', 'definit', 'shouldnt', 'hap', 'fil', 'form', 'get', 'support', 'httpstcohngovqaatq']",0,0
177,"['austindillm', 'apprecy', 'feedback', 'suggest', 'regard', 'wel', 'definit', 'mak', 'sur', 'pass', 'httpstcocsotkmnhu']",0,0
178,"['mynameisc', 'hey', 'cory', 'dont', 'want', 'not', 'turn', 'follow', 'instruct', 'httpstcoywzokqx']",0,0
179,"['laurenandrich', 'happy', 'dig', 'dm', 'us', 'email', 'address', 'assocy', 'account', 'jlk']",0,0
180,"['evanund', 'sorry', 'hear', 'hap', 'pleas', 'send', 'us', 'ticket', 'numb', 'request', 'jlk']",0,0
181,"['ygrilltweet', 'thank', 'issu', 'yesterday', 'resolv', 'apolog', 'httpstcozkuaifdj']",0,0
182,"['ericac', 'sorry', 'hap', 'yo', 'stil', 'issu', 'pleas', 'let', 'us', 'know', 'resolv', 'jlk']",0,0
183,"['addersuk', 'thank', 'circ', 'back', 'adam', 'dont', 'profil', 'sect', 'phys', 'address', 'allow', 'httpstcopridcodns']",0,0
184,"['tjwizking', 'hey', 'stil', 'troubl', 'reset', 'password', 'pleas', 'circ', 'back', 'us', 'thank', 'dan']",0,0
185,"['lba', 'autom', 'don', 'bas', 'langu', 'set', 'could', 'man', 'chang', 'httpstcowtpejfmmw']",0,1
186,"['colinsh', 'thank', 'speak', 'wel', 'pass', 'info', 'along', 'ap', 'team', 'jlk']",0,0
187,"['tjohsoawk', 'wel', 'that', 'od', 'stil', 'problem', 'ye', 'occur', 'altern', 'brows', 'wel', 'jlk']",0,0
188,"['mrgzayas', 'hey', 'thank', 'feedback', 'wel', 'pass', 'along', 'produc', 'team', 'review', 'thank', 'dan']",0,0
189,"['zippydodah', 'everyth', 'work', 'ok', 'elab', 'what', 'hap', 'jlk']",0,0
190,"['addersuk', 'hi', 'adam', 'export', 'connect', 'linkedin', 'contact', 'ful', 'nam', 'email', 'address', 'cur', 'httpstcogtvqgdkgru']",0,0
191,"['pierreg', 'uh', 'oh', 'let', 'tak', 'look', 'pier', 'dm', 'us', 'email', 'address', 'account', 'thank', 'dan']",0,0
192,"['roe', 'dont', 'inbound', 'phon', 'support', 'lin', 'tim', 'stil', 'problem', 'sound', 'sil', 'b', 'httpstcokdalpro']",0,0
193,"['theearthdiet', 'thank', 'ask', 'her', 'inform', 'whywh', 'follow', 'button', 'appear', 'httpstcossteswygi']",0,1
194,"['jmg', 'thank', 'speak', 'pleas', 'dm', 'us', 'email', 'address', 'assocy', 'account', 'jlk']",0,0
195,"['leahfraleigh', 'that', 'sup', 'od', 'sorry', 'hap', 'yo', 'stil', 'issu', 'pleas', 'httpstcolqpihnm']",0,0
196,"['pravchuk', 'thank', 'feedback', 'praveen', 'wel', 'pass', 'along', 'produc', 'team', 'thank', 'dan']",0,0
197,"['xoydeepgupt', 'yik', 'definit', 'expery', 'wed', 'lik', 'hear', 'dm', 'us', 'email', 'account', 'httpstcoopysmrrgks']",0,0
198,"['lxtuong', 'hi', 'wed', 'happy', 'look', 'fil', 'info', 'httpstcoomgticcwj']",1,0
199,"['saferecip', 'thank', 'ask', 'look', 'lik', 'respond', 'hour', 'ago', 'via', 'twit', 'good', 'go', 'jlk']",0,0
200,"['erik', 'thank', 'tak', 'tim', 'provid', 'feedback', 'wel', 'forward', 'appropry', 'team', 'jlk']",0,0
201,"['amywaltham', 'hi', 'amy', 'let', 'see', 'help', 'dm', 'us', 'email', 'address', 'link', 'company', 'pag', 'thank', 'dan']",0,0
202,"['nalayakmaan', 'hi', 'kar', 'thank', 'reach', 'provid', 'broth', 'link', 'httpstcoakiznoa']",0,0
203,"['cartercoylewcsc', 'thank', 'what', 'email', 'address', 'assocy', 'account', 'dm', 'us', 'w', 'httpstcobsgfysm']",0,1
204,"['smchalut', 'wed', 'happy', 'help', 'dm', 'us', 'email', 'account', 'clos', 'thank', 'lc']",0,1
205,"['ranilch', 'hi', 'ranil', 'ev', 'want', 'team', 'look', 'mess', 'pleas', 'flag', 'spam', 'get', 'saf', 'httpstcoksrfowswzm']",0,0
206,"['easty', 'hi', 'mark', 'stil', 'troubl', 'circ', 'back', 'us', 'wel', 'tak', 'look', 'dan']",0,0
207,"['njoycenoel', 'wed', 'happy', 'look', 'send', 'us', 'detail', 'get', 'saf', 'te', 'httpstcowjfvtikk']",0,0
208,"['abjectboy', 'hi', 'adam', 'wed', 'lik', 'saf', 'team', 'review', 'inform', 'httpstcofdzsgdi']",0,0
209,"['mariontwit', 'hi', 'mar', 'her', 'inform', 'profil', 'url', 'may', 'help', 'httpstcowymuxeny', 'thank', 'dan']",0,0
